# atmospheric parameters ATMLAY, A, B, C respectively
 0.00000000E+00  3.21748275E+05  8.36353902E+05  2.31417538E+06  1.00000000E+07
-1.13352185E+02 -9.73769457E+00 -2.18460884E-01  7.95615181E-04  1.12829200E-02
 1.19439179E+03  1.10327848E+03  1.10964276E+03  1.12499139E+03  1.00000000E+00
 8.10969060E+05  7.06356862E+05  6.86442678E+05  6.82493631E+05  1.00000000E+09
# atmospheric height [m] and refractive index columns 
-4.97047682E+00  1.00032911E+00
-3.97047682E+00  1.00032907E+00
-2.97047682E+00  1.00032903E+00
-1.97047682E+00  1.00032899E+00
-9.70476823E-01  1.00032895E+00
 2.95231773E-02  1.00032891E+00
 1.02952318E+00  1.00032887E+00
 2.02952318E+00  1.00032882E+00
 3.02952318E+00  1.00032878E+00
 4.02952318E+00  1.00032874E+00
 5.02952318E+00  1.00032870E+00
 6.02952318E+00  1.00032866E+00
 7.02952318E+00  1.00032862E+00
 8.02952318E+00  1.00032858E+00
 9.02952318E+00  1.00032854E+00
 1.00295232E+01  1.00032850E+00
 1.10295232E+01  1.00032846E+00
 1.20295232E+01  1.00032842E+00
 1.30295232E+01  1.00032838E+00
 1.40295232E+01  1.00032834E+00
 1.50295232E+01  1.00032830E+00
 1.60295232E+01  1.00032826E+00
 1.70295232E+01  1.00032822E+00
 1.80295232E+01  1.00032818E+00
 1.90295232E+01  1.00032814E+00
 2.00295232E+01  1.00032810E+00
 2.10295232E+01  1.00032806E+00
 2.20295232E+01  1.00032801E+00
 2.30295232E+01  1.00032797E+00
 2.40295232E+01  1.00032793E+00
 2.50295232E+01  1.00032789E+00
 2.60295232E+01  1.00032785E+00
 2.70295232E+01  1.00032781E+00
 2.80295232E+01  1.00032777E+00
 2.90295232E+01  1.00032773E+00
 3.00295232E+01  1.00032769E+00
 3.10295232E+01  1.00032765E+00
 3.20295232E+01  1.00032761E+00
 3.30295232E+01  1.00032757E+00
 3.40295232E+01  1.00032753E+00
 3.50295232E+01  1.00032749E+00
 3.60295232E+01  1.00032745E+00
 3.70295232E+01  1.00032741E+00
 3.80295232E+01  1.00032737E+00
 3.90295232E+01  1.00032733E+00
 4.00295232E+01  1.00032729E+00
 4.10295232E+01  1.00032725E+00
 4.20295232E+01  1.00032721E+00
 4.30295232E+01  1.00032717E+00
 4.40295232E+01  1.00032713E+00
 4.50295232E+01  1.00032709E+00
 4.60295232E+01  1.00032705E+00
 4.70295232E+01  1.00032701E+00
 4.80295232E+01  1.00032696E+00
 4.90295232E+01  1.00032692E+00
 5.00295232E+01  1.00032688E+00
 5.10295232E+01  1.00032684E+00
 5.20295232E+01  1.00032680E+00
 5.30295232E+01  1.00032676E+00
 5.40295232E+01  1.00032672E+00
 5.50295232E+01  1.00032668E+00
 5.60295232E+01  1.00032664E+00
 5.70295232E+01  1.00032660E+00
 5.80295232E+01  1.00032656E+00
 5.90295232E+01  1.00032652E+00
 6.00295232E+01  1.00032648E+00
 6.10295232E+01  1.00032644E+00
 6.20295232E+01  1.00032640E+00
 6.30295232E+01  1.00032636E+00
 6.40295232E+01  1.00032632E+00
 6.50295232E+01  1.00032628E+00
 6.60295232E+01  1.00032624E+00
 6.70295232E+01  1.00032620E+00
 6.80295232E+01  1.00032616E+00
 6.90295232E+01  1.00032612E+00
 7.00295232E+01  1.00032608E+00
 7.10295232E+01  1.00032604E+00
 7.20295232E+01  1.00032600E+00
 7.30295232E+01  1.00032596E+00
 7.40295232E+01  1.00032592E+00
 7.50295232E+01  1.00032588E+00
 7.60295232E+01  1.00032584E+00
 7.70295232E+01  1.00032580E+00
 7.80295232E+01  1.00032576E+00
 7.90295232E+01  1.00032572E+00
 8.00295232E+01  1.00032568E+00
 8.10295232E+01  1.00032564E+00
 8.20295232E+01  1.00032560E+00
 8.30295232E+01  1.00032556E+00
 8.40295232E+01  1.00032552E+00
 8.50295232E+01  1.00032548E+00
 8.60295232E+01  1.00032544E+00
 8.70295232E+01  1.00032540E+00
 8.80295232E+01  1.00032536E+00
 8.90295232E+01  1.00032532E+00
